category,answer,pred,response
maritime_engineering,D,D,D
maritime_engineering,B,C,C
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,A,D,D
maritime_engineering,D,D,D
maritime_engineering,A,A,A
maritime_engineering,D,A,A
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,D,B,B
maritime_engineering,B,B,B
maritime_engineering,A,B,B
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,C,A,A
maritime_engineering,D,D,D
maritime_engineering,C,B,B
maritime_engineering,C,C,C
maritime_engineering,A,B,B
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,D,C,C
maritime_engineering,A,B,B
maritime_engineering,D,B,B
maritime_engineering,B,B,B
maritime_engineering,C,B,B
maritime_engineering,B,D,D
maritime_engineering,D,B,B
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,A,D,D
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,B,D,D
maritime_engineering,A,A,A
maritime_engineering,A,C,C
maritime_engineering,B,C,C
maritime_engineering,B,B,B
maritime_engineering,D,B,B
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,D,A,A
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,A,B,B
maritime_engineering,B,B,B
maritime_engineering,A,A,A
maritime_engineering,C,C,C
maritime_engineering,D,A,A
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,D,B,B
maritime_engineering,D,D,D
maritime_engineering,A,B,B
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,B,D,D
maritime_engineering,C,D,D
maritime_engineering,C,C,C
maritime_engineering,A,A,A
maritime_engineering,D,D,D
maritime_engineering,A,D,D
maritime_engineering,B,D,D
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,A,D,D
maritime_engineering,C,C,C
maritime_engineering,D,C,C
maritime_engineering,C,C,C
maritime_engineering,A,C,C
maritime_engineering,D,D,D
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,A,B,B
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,A,A,A
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,A,A,A
maritime_engineering,C,C,C
maritime_engineering,D,A,A
maritime_engineering,A,D,D
maritime_engineering,B,B,B
maritime_engineering,C,A,A
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,A,B,B
maritime_engineering,C,D,D
maritime_engineering,D,D,D
maritime_engineering,A,D,D
maritime_engineering,A,D,D
maritime_engineering,B,D,D
maritime_engineering,C,C,C
maritime_engineering,C,D,D
maritime_engineering,D,B,B
maritime_engineering,D,D,D
maritime_engineering,C,B,B
maritime_engineering,C,C,C
maritime_engineering,B,D,D
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,A,A,A
maritime_engineering,C,C,C
maritime_engineering,D,B,B
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,C,A,A
maritime_engineering,B,B,B
maritime_engineering,A,D,D
maritime_engineering,B,A,A
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,C,B,B
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,A,D,D
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,A,D,D
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,A,A,A
maritime_engineering,A,B,B
maritime_engineering,C,C,C
maritime_engineering,C,B,B
maritime_engineering,A,A,A
maritime_engineering,A,A,A
maritime_engineering,B,C,C
maritime_engineering,A,A,A
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,A,A,A
maritime_engineering,A,A,A
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,C,B,B
maritime_engineering,C,C,C
maritime_engineering,B,D,D
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,A,B,B
maritime_engineering,A,B,B
maritime_engineering,B,B,B
maritime_engineering,A,C,C
maritime_engineering,A,B,B
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,C,D,D
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,B,C,C
maritime_engineering,A,B,B
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,D,A,A
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,A,A,A
maritime_engineering,B,C,C
maritime_engineering,D,B,B
maritime_engineering,B,B,B
maritime_engineering,A,A,A
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,A,D,D
maritime_engineering,C,C,C
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,A,A,A
maritime_engineering,C,C,C
maritime_engineering,A,C,C
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,A,A,A
maritime_engineering,D,B,B
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,D,B,B
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,A,A,A
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,A,B,B
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,B,C,C
maritime_engineering,A,A,A
maritime_engineering,A,A,A
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,D,C,C
maritime_engineering,A,A,A
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,D,D,D
maritime_engineering,A,B,B
maritime_engineering,D,A,A
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,A,A,A
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,A,A,A
maritime_engineering,D,B,B
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,C,B,B
maritime_engineering,B,A,A
maritime_engineering,C,C,C
maritime_engineering,B,B,B
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,C,C,C
maritime_engineering,A,C,C
maritime_engineering,B,B,B
maritime_engineering,A,B,B
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,A,D,D
maritime_engineering,D,D,D
maritime_engineering,A,A,A
maritime_engineering,D,C,C
maritime_engineering,C,C,C
maritime_engineering,D,A,A
maritime_engineering,D,D,D
maritime_engineering,C,C,C
maritime_engineering,D,D,D
maritime_engineering,A,A,A
maritime_engineering,D,D,D
maritime_engineering,D,C,C
maritime_engineering,B,B,B
maritime_engineering,C,C,C
maritime_engineering,A,A,A
maritime_engineering,B,B,B
maritime_engineering,B,B,B
maritime_engineering,A,B,B
maritime_engineering,D,D,D
maritime_engineering,D,D,D
maritime_engineering,A,A,A
maritime_engineering,D,D,D
maritime_engineering,A,B,B
maritime_engineering,D,D,D
maritime_engineering,B,B,B
maritime_engineering,D,A,A
maritime_engineering,D,D,D
materials_engineering,D,A,A
materials_engineering,D,B,B
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,C,A,A
materials_engineering,D,B,B
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,B,A,A
materials_engineering,B,B,B
materials_engineering,B,A,A
materials_engineering,D,D,D
materials_engineering,C,B,B
materials_engineering,B,A,A
materials_engineering,D,D,D
materials_engineering,D,B,B
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,C,B,B
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,C,B,B
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,D,C,C
materials_engineering,D,B,B
materials_engineering,D,A,A
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,D,C,C
materials_engineering,D,C,C
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,B,C,C
materials_engineering,D,B,B
materials_engineering,A,B,B
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,B,B,B
materials_engineering,A,A,A
materials_engineering,C,C,C
materials_engineering,C,B,B
materials_engineering,D,A,A
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,B,D,D
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,B,C,C
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,D,A,A
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,B,A,A
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,D,A,A
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,C,D,D
materials_engineering,D,C,C
materials_engineering,B,B,B
materials_engineering,D,D,"이 문제는 레버 규칙(Lever Rule)을 사용하는 상평형 문제입니다.

주어진 정보:
- 합금의 Ni 함량: 86%
- 1400℃에서 액체(융체)의 Ni 함량: 74%
- 1400℃에서 고체의 Ni 함량: 87%
- 합금 총량: 100g

레버 규칙을 적용하면:

고체의 무게 / 액체의 무게 = (합금 조성 - 액체 조성) / (고체 조성 - 합금 조성)

고체의 무게 / 액체의 무게 = (86 - 74) / (87 - 86) = 12 / 1 = 12

따라서 고체 : 액체 = 12 : 1

전체 100g에서:
- 고체 = 100 × 12/(12+1) = 100 × 12/13 = 92.3g
- 액체 = 100 × 1/(12+1) = 100 × 1/13 = 7.7g

D"
materials_engineering,B,B,B
materials_engineering,A,C,C
materials_engineering,C,C,C
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,B,C,C
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,C,B,B
materials_engineering,B,D,D
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,C,D,"이 문제를 단계별로 풀어보겠습니다.

**주어진 정보:**
- 두께 t = 10 mm = 0.01 m
- 지름 d = 1 m, 반지름 r = 0.5 m
- 내압 P = 24.5 MPa
- E = 205.8 GPa = 205,800 MPa
- ν = 0.3

**원통형 탱크의 응력:**

원주 응력(hoop stress):
$$\sigma_h = \frac{Pr}{t} = \frac{24.5 \times 0.5}{0.01} = 1,225 \text{ MPa}$$

축 방향 응력(axial stress):
$$\sigma_a = \frac{Pr}{2t} = \frac{24.5 \times 0.5}{2 \times 0.01} = 612.5 \text{ MPa}$$

반지름 방향 응력:
$$\sigma_r = 0 \text{ (외부 표면에서)}$$

**주응력:**
- σ₁ = 1,225 MPa (원주 방향)
- σ₂ = 612.5 MPa (축 방향)
- σ₃ = 0 MPa (반지름 방향)

**최대 전단변형:**

최대 전단응력:
$$\tau_{max} = \frac{\sigma_1 - \sigma_3}{2} = \frac{1,225 - 0}{2} = 612.5 \text{ MPa}$$

전단 탄성계수:
$$G = \frac{E}{2(1+\nu)} = \frac{205,800}{2(1+0.3)} = \frac{205,800}{2.6} = 79,154 \text{ MPa}$$

최대 전단"
materials_engineering,B,B,B
materials_engineering,D,B,B
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,D,A,A
materials_engineering,C,C,"이 문제는 철-탄소 상태도에서 레버 규칙(Lever Rule)을 사용하여 상평형 계산하는 문제입니다.

주어진 조건:
- 탄소강: 0.2% C
- 공석점: 0.80% C
- α의 고용한도: 0.025% C
- 상온에서 α(초석 페라이트)와 P(펄라이트) 혼합

레버 규칙 적용:
- α의 탄소 함량: 0.025% C
- 펄라이트의 탄소 함량: 0.80% C (공석 조성)
- 합금의 탄소 함량: 0.2% C

α의 무게 분율:
$$W_α = \frac{0.80 - 0.2}{0.80 - 0.025} = \frac{0.60}{0.775} = \frac{60}{77.5} ≈ 77.4\%$$

P의 무게 분율:
$$W_P = \frac{0.2 - 0.025}{0.80 - 0.025} = \frac{0.175}{0.775} = \frac{17.5}{77.5} ≈ 22.6\%$$

따라서 α ≈ 77%, P ≈ 23%

C"
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,D,C,C
materials_engineering,C,C,C
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,C,A,A
materials_engineering,C,C,C
materials_engineering,D,C,C
materials_engineering,B,B,B
materials_engineering,C,B,B
materials_engineering,B,A,A
materials_engineering,C,A,A
materials_engineering,C,B,B
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,D,B,B
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,A,B,B
materials_engineering,C,C,C
materials_engineering,B,A,A
materials_engineering,C,A,A
materials_engineering,B,B,B
materials_engineering,C,D,D
materials_engineering,B,D,D
materials_engineering,B,D,D
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,D,B,B
materials_engineering,D,B,B
materials_engineering,D,C,C
materials_engineering,C,C,C
materials_engineering,C,D,D
materials_engineering,B,B,B
materials_engineering,D,B,B
materials_engineering,C,C,C
materials_engineering,B,C,C
materials_engineering,D,D,D
materials_engineering,A,A,"주어진 정보:
- 벨트 두께: t = 8mm = 0.008m
- 회전속도: N = 1200rpm
- 풀리 지름: d = 400mm = 0.4m
- 가죽의 비중량: γ = 9810 N/m³

**풀이:**

1) 벨트의 선속도:
   v = πdN/60 = π × 0.4 × 1200/60 = 8π m/s ≈ 25.13 m/s

2) 원심력에 의한 인장응력:
   σ = γv²/g
   
   여기서 g = 9.81 m/s²

3) 계산:
   σ = (9810 × (25.13)²)/9.81
   σ = (9810 × 631.5)/9.81
   σ = 9810 × 64.4
   σ ≈ 632,000 Pa = 632 kPa

A"
materials_engineering,D,D,D
materials_engineering,A,A,A
materials_engineering,A,A,A
materials_engineering,C,A,A
materials_engineering,C,A,A
materials_engineering,D,B,B
materials_engineering,D,C,C
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,D,A,A
materials_engineering,B,B,B
materials_engineering,D,A,A
materials_engineering,C,A,A
materials_engineering,D,C,C
materials_engineering,B,B,B
materials_engineering,B,D,D
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,B,A,A
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,C,B,B
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,B,C,C
materials_engineering,A,C,C
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,B,D,D
materials_engineering,C,C,C
materials_engineering,D,C,C
materials_engineering,D,B,B
materials_engineering,C,B,B
materials_engineering,C,A,A
materials_engineering,B,B,B
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,D,C,C
materials_engineering,D,C,C
materials_engineering,A,B,B
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,C,C,C
materials_engineering,A,A,A
materials_engineering,B,B,B
materials_engineering,D,D,D
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,C,D,D
materials_engineering,C,C,C
materials_engineering,B,B,B
materials_engineering,C,B,B
materials_engineering,C,A,A
materials_engineering,D,D,D
materials_engineering,C,C,C
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,B,B,B
materials_engineering,C,D,D
materials_engineering,C,B,B
materials_engineering,C,C,C
materials_engineering,D,D,D
materials_engineering,C,D,D
materials_engineering,C,C,C
materials_engineering,B,C,C
materials_engineering,D,C,C
materials_engineering,C,C,C
